Thread 2, 14:15:57.390410600, 54
Thread 1, 14:15:57.437054600, 54
Thread 1, 14:15:57.699829300, 55
Thread 2, 14:15:57.903745900, 56
Thread 1, 14:15:57.964894500, 56
Thread 1, 14:15:58.217867, 57
Thread 3, 14:15:58.311594100, 58
Thread 2, 14:15:58.405786500, 58
Thread 1, 14:15:58.481512, 58
Thread 1, 14:15:58.748307200, 59
Thread 2, 14:15:58.916195800, 60
Thread 1, 14:15:59.012220100, 60
Thread 1, 14:15:59.274703500, 61
Thread 3, 14:15:59.320580, 62
Thread 2, 14:15:59.430452600, 62
Thread 1, 14:15:59.539962200, 62
Thread 1, 14:15:59.803904, 63
Thread 2, 14:15:59.943770900, 64
Thread 1, 14:16:00.054113600, 64
Thread 1, 14:16:00.319476500, 65
Thread 3, 14:16:00.335523400, 66
Thread 2, 14:16:00.446118700, 66
Thread 1, 14:16:00.569518900, 66
Thread 1, 14:16:00.835949500, 67
Thread 2, 14:16:00.958888200, 68
Thread 1, 14:16:01.097643100, 68
Thread 3, 14:16:01.345343400, 69
Thread 1, 14:16:01.363296800, 69
Thread 2, 14:16:01.471028300, 70
Thread 1, 14:16:01.624418600, 70
Thread 1, 14:16:01.876478300, 71
Thread 2, 14:16:01.984440900, 72
Thread 1, 14:16:02.139685300, 72
Thread 3, 14:16:02.357908100, 73
Thread 1, 14:16:02.404494500, 73
Thread 2, 14:16:02.497566300, 74
Thread 1, 14:16:02.655927200, 74
Thread 1, 14:16:02.907010500, 75
Thread 2, 14:16:03.000086500, 76
Thread 1, 14:16:03.171613700, 76
Thread 3, 14:16:03.372570, 77
Thread 1, 14:16:03.433430500, 77
Thread 2, 14:16:03.511603900, 78
Thread 1, 14:16:03.698350500, 78
Thread 1, 14:16:03.948832900, 79
Thread 2, 14:16:04.025970700, 80
Thread 1, 14:16:04.212959100, 80
Thread 3, 14:16:04.383506100, 81
Thread 1, 14:16:04.477285200, 81
Thread 2, 14:16:04.539749100, 82
Thread 1, 14:16:04.739297700, 82
Thread 1, 14:16:05.002971100, 83
Thread 2, 14:16:05.049115300, 84
Thread 1, 14:16:05.265828, 84
Thread 3, 14:16:05.393571600, 85
Thread 1, 14:16:05.518272900, 85
Thread 2, 14:16:05.564529800, 86
Thread 1, 14:16:05.769274200, 86
Thread 1, 14:16:06.032400700, 87
Thread 2, 14:16:06.079583, 88
Thread 1, 14:16:06.284592200, 88
Thread 3, 14:16:06.405912200, 89
Thread 1, 14:16:06.545915400, 89
Thread 2, 14:16:06.591838600, 90
Thread 1, 14:16:06.805295800, 90
Thread 1, 14:16:07.069489900, 91
Thread 2, 14:16:07.100704100, 92
Thread 1, 14:16:07.334251800, 92
Thread 3, 14:16:07.413169, 93
Thread 1, 14:16:07.585410700, 93
Thread 2, 14:16:07.601112100, 94
Thread 1, 14:16:07.840386100, 94
Thread 1, 14:16:08.125788900, 95
Thread 2, 14:16:08.126786300, 96
Thread 1, 14:16:08.388835200, 96
Thread 3, 14:16:08.420375500, 97
Thread 2, 14:16:08.635020500, 97
Thread 1, 14:16:08.650898900, 97
Thread 1, 14:16:08.914573200, 98
Thread 2, 14:16:09.148074500, 99
Thread 1, 14:16:09.179100600, 99
Thread 3, 14:16:09.429053100, 100
Thread 1, 14:16:09.444507700, 100
Thread 2, 14:16:09.661907300, 101
Thread 1, 14:16:09.709156600, 101
Thread 1, 14:16:09.960506900, 102
Thread 2, 14:16:10.164782100, 103
Thread 1, 14:16:10.212477, 103
Thread 3, 14:16:10.442010600, 104
Thread 1, 14:16:10.472868200, 104
Thread 2, 14:16:10.677160900, 105
Thread 1, 14:16:10.723457300, 105
Thread 1, 14:16:10.987296100, 106
Thread 2, 14:16:11.187867400, 107
Thread 1, 14:16:11.248425900, 107
Thread 3, 14:16:11.448281200, 108
Thread 1, 14:16:11.510567200, 108
Thread 2, 14:16:11.696756300, 109
Thread 1, 14:16:11.773456900, 109
Thread 1, 14:16:12.038362900, 110
Thread 2, 14:16:12.211029300, 111
Thread 1, 14:16:12.302944700, 111
Thread 3, 14:16:12.458236600, 112
Thread 1, 14:16:12.564534900, 112
Thread 2, 14:16:12.718069300, 113
Thread 1, 14:16:12.827543600, 113
Thread 1, 14:16:13.091691800, 114
Thread 2, 14:16:13.232593, 115
Thread 1, 14:16:13.354697800, 115
Thread 3, 14:16:13.463249900, 116
Thread 1, 14:16:13.617493700, 116
Thread 2, 14:16:13.741397700, 117
Thread 1, 14:16:13.880111900, 117
Thread 1, 14:16:14.141953600, 118
Thread 2, 14:16:14.250879800, 119
Thread 1, 14:16:14.406584200, 119
Thread 3, 14:16:14.468921300, 120
Thread 1, 14:16:14.658646400, 120
Thread 2, 14:16:14.754125400, 121
Thread 1, 14:16:14.910551200, 121
Thread 1, 14:16:15.174466300, 122
Thread 2, 14:16:15.265855600, 123
Thread 1, 14:16:15.436949300, 123
Thread 3, 14:16:15.483107500, 124
Thread 1, 14:16:15.698653500, 124
Thread 2, 14:16:15.777828900, 125
Thread 1, 14:16:15.963546700, 125
Thread 1, 14:16:16.227018900, 126
Thread 2, 14:16:16.289303100, 127
Thread 1, 14:16:16.477559700, 127
Thread 3, 14:16:16.493443300, 128
Thread 1, 14:16:16.729623300, 128
Thread 2, 14:16:16.793449, 129
Thread 1, 14:16:16.980579200, 129
Thread 1, 14:16:17.246403100, 130
Thread 2, 14:16:17.307402800, 131
Thread 3, 14:16:17.495534, 131
Thread 1, 14:16:17.511529400, 131
Thread 1, 14:16:17.763812700, 132
Thread 2, 14:16:17.822583600, 133
Thread 1, 14:16:18.026918100, 133
Thread 1, 14:16:18.290605600, 134
Thread 2, 14:16:18.337553200, 135
Thread 3, 14:16:18.507988700, 135
Thread 1, 14:16:18.554353900, 135
Thread 1, 14:16:18.807255400, 136
Thread 2, 14:16:18.852187100, 137
Thread 1, 14:16:19.070962400, 137
Thread 1, 14:16:19.336306800, 138
Thread 2, 14:16:19.354198700, 139
Thread 3, 14:16:19.522850300, 139
Thread 1, 14:16:19.600950300, 139
Thread 2, 14:16:19.865701300, 140
Thread 1, 14:16:19.865701300, 140
Thread 1, 14:16:20.129708400, 141
Thread 2, 14:16:20.376789, 142
Thread 1, 14:16:20.391958200, 142
Thread 3, 14:16:20.532355600, 143
Thread 1, 14:16:20.642686800, 143
Thread 2, 14:16:20.891578300, 144
Thread 1, 14:16:20.906831200, 144
Thread 1, 14:16:21.171765900, 145
Thread 2, 14:16:21.405384700, 146
Thread 1, 14:16:21.435888800, 146
Thread 3, 14:16:21.544568100, 147
Thread 1, 14:16:21.700520600, 147
Thread 2, 14:16:21.918077200, 148
Thread 1, 14:16:21.964798, 148
Thread 1, 14:16:22.229643100, 149
Thread 2, 14:16:22.430563800, 150
Thread 1, 14:16:22.492013900, 150
Thread 3, 14:16:22.554314800, 151
Thread 1, 14:16:22.744564500, 151
Thread 2, 14:16:22.932722600, 152
Thread 1, 14:16:23.009585600, 152
Thread 1, 14:16:23.260397, 153
Thread 2, 14:16:23.445594, 154
Thread 1, 14:16:23.522682700, 154
Thread 3, 14:16:23.556576400, 155
Thread 1, 14:16:23.786987900, 155
Thread 2, 14:16:23.947719800, 156
Thread 1, 14:16:24.038432700, 156
Thread 1, 14:16:24.303446200, 157
Thread 2, 14:16:24.458976300, 158
Thread 1, 14:16:24.555669800, 158
Thread 3, 14:16:24.568422, 159
Thread 1, 14:16:24.817801, 159
Thread 2, 14:16:24.974403500, 160
Thread 1, 14:16:25.088661500, 160
Thread 1, 14:16:25.342796600, 161
Thread 2, 14:16:25.505045200, 162
Thread 3, 14:16:25.581840700, 162
Thread 1, 14:16:25.602783700, 162
Thread 1, 14:16:25.858650100, 163
Thread 2, 14:16:26.013469600, 164
Thread 1, 14:16:26.122810900, 164
Thread 1, 14:16:26.385336, 165
Thread 2, 14:16:26.524425700, 166
Thread 3, 14:16:26.585533100, 166
Thread 1, 14:16:26.648515200, 166
Thread 1, 14:16:26.913185600, 167
Thread 2, 14:16:27.038538300, 168
Thread 1, 14:16:27.163833100, 168
Thread 1, 14:16:27.415763900, 169
Thread 2, 14:16:27.540781400, 170
Thread 3, 14:16:27.586951600, 170
Thread 1, 14:16:27.682054300, 170
Thread 1, 14:16:27.943871900, 171
Thread 2, 14:16:28.052509500, 172
Thread 1, 14:16:28.208497500, 172
Thread 1, 14:16:28.459889500, 173
Thread 2, 14:16:28.567888100, 174
Thread 3, 14:16:28.598623700, 174
Thread 1, 14:16:28.724537300, 174
Thread 1, 14:16:28.986879, 175
Thread 2, 14:16:29.081081100, 176
Thread 1, 14:16:29.237882700, 176
Thread 1, 14:16:29.502205300, 177
Thread 2, 14:16:29.594423100, 178
Thread 3, 14:16:29.610377800, 178
Thread 1, 14:16:29.765592, 178
Thread 1, 14:16:30.031066100, 179
Thread 2, 14:16:30.109270500, 180
Thread 1, 14:16:30.297200900, 180
Thread 1, 14:16:30.561581600, 181
Thread 2, 14:16:30.624438500, 182
Thread 3, 14:16:30.624438500, 182
Thread 1, 14:16:30.826535700, 182
Thread 1, 14:16:31.077598600, 183
Thread 2, 14:16:31.138435500, 184
Thread 1, 14:16:31.338097400, 184
Thread 1, 14:16:31.588551800, 185
Thread 3, 14:16:31.635698400, 186
Thread 2, 14:16:31.651085500, 186
Thread 1, 14:16:31.907328200, 186
Thread 1, 14:16:32.164647400, 187
Thread 2, 14:16:32.164647400, 187
Thread 1, 14:16:32.429514800, 188
Thread 3, 14:16:32.646860200, 189
Thread 2, 14:16:32.677337700, 189
Thread 1, 14:16:32.693142700, 189
Thread 1, 14:16:32.956549700, 190
Thread 2, 14:16:33.192702400, 191
Thread 1, 14:16:33.207546800, 191
Thread 1, 14:16:33.473012, 192
Thread 3, 14:16:33.660689100, 193
Thread 2, 14:16:33.706880500, 193
Thread 1, 14:16:33.738088100, 193
Thread 1, 14:16:34.001053, 194
Thread 2, 14:16:34.220465900, 195
Thread 1, 14:16:34.252352500, 195
Thread 1, 14:16:34.515922800, 196
Thread 3, 14:16:34.672556, 197
Thread 2, 14:16:34.735610300, 197
Thread 1, 14:16:34.766677800, 197
Thread 1, 14:16:35.030030800, 198
Thread 2, 14:16:35.247459500, 199
Thread 1, 14:16:35.293350800, 199
Thread 1, 14:16:35.557865700, 200
Thread 3, 14:16:35.681394200, 201
Thread 2, 14:16:35.760508400, 201
Thread 1, 14:16:35.821774500, 201
Thread 1, 14:16:36.086398500, 202
Thread 2, 14:16:36.261325700, 203
Thread 1, 14:16:36.339088400, 203
Thread 1, 14:16:36.601667100, 204
Thread 3, 14:16:36.696747500, 205
Thread 2, 14:16:36.774484300, 205
Thread 1, 14:16:36.852424, 205
Thread 1, 14:16:37.115855700, 206
Thread 2, 14:16:37.285861900, 207
Thread 1, 14:16:37.380040900, 207
Thread 1, 14:16:37.645486400, 208
Thread 3, 14:16:37.707009700, 209
Thread 2, 14:16:37.800536500, 209
Thread 1, 14:16:37.908465400, 209
Thread 1, 14:16:38.172586, 210
Thread 2, 14:16:38.313558700, 211
Thread 1, 14:16:38.439046500, 211
Thread 1, 14:16:38.700143600, 212
Thread 3, 14:16:38.715139900, 213
Thread 2, 14:16:38.825515800, 213
Thread 1, 14:16:38.964742400, 213
Thread 1, 14:16:39.227167300, 214
Thread 2, 14:16:39.336598500, 215
Thread 1, 14:16:39.491747700, 215
Thread 3, 14:16:39.727518, 216
Thread 1, 14:16:39.742787100, 216
Thread 2, 14:16:39.851459100, 217
Thread 1, 14:16:40.007521600, 217
Thread 1, 14:16:40.258339100, 218
Thread 2, 14:16:40.366605, 219
Thread 1, 14:16:40.521263300, 219
Thread 3, 14:16:40.739425200, 220
Thread 1, 14:16:40.785502900, 220
Thread 2, 14:16:40.878223500, 221
Thread 1, 14:16:41.035848300, 221
Thread 1, 14:16:41.300111, 222
Thread 2, 14:16:41.392792800, 223
Thread 1, 14:16:41.564152200, 223
Thread 3, 14:16:41.751035700, 224
Thread 1, 14:16:41.829026500, 224
Thread 2, 14:16:41.922512600, 225
Thread 1, 14:16:42.082209600, 225
Thread 1, 14:16:42.345229400, 226
Thread 2, 14:16:42.437923300, 227
Thread 1, 14:16:42.596107, 227
Thread 3, 14:16:42.753652800, 228
Thread 1, 14:16:42.877312, 228
Thread 2, 14:16:42.945119500, 229
Thread 1, 14:16:43.133304, 229
Thread 1, 14:16:43.385538400, 230
Thread 2, 14:16:43.504360700, 231
Thread 1, 14:16:43.639359500, 231
Thread 3, 14:16:43.761518500, 232
Thread 1, 14:16:43.891804800, 232
Thread 2, 14:16:44.017653600, 233
Thread 1, 14:16:44.142433, 233
Thread 1, 14:16:44.393322200, 234
Thread 2, 14:16:44.518062800, 235
Thread 1, 14:16:44.672746300, 235
Thread 3, 14:16:44.766961600, 236
Thread 1, 14:16:44.925049600, 236
Thread 2, 14:16:45.032547600, 237
Thread 1, 14:16:45.188206900, 237
Thread 1, 14:16:45.452604, 238
Thread 2, 14:16:45.548259, 239
Thread 1, 14:16:45.704299500, 239
Thread 3, 14:16:45.780531400, 240
Thread 2, 14:16:46.049638700, 240
